archive,-1621303161
name,-296731225
atheism,-1257368651
resources,-1711771475
alt,-1250265635
last,-1290854035
modified,1408395155
december,1667828821
version,102190493
atheist,-423550073
addresses,1882431169
of,-2026568419
organizations,1250584899
usa,1585389201
freedom,1153967891
from,-921922231
religion,2077556799
foundation,-61573285
darwin,-2088097977
fish,1954758509
bumper,-1539071119
stickers,-400446075
and,-1790495719
assorted,-1193975291
other,-912813353
paraphernalia,903175281
are,985569509
available,673920057
the,1123731421
in,1900128277
us,-481920607
write,1231441415
to,-390598521
ffrf,-1667669163
box,1211816091
madison,1096201251
wi,-1723684467
telephone,-1411567205
evolution,-1996178589
designs,-691828255
sell,-451191019
it,-144058867
symbol,-557058873
like,1296400379
ones,1483356681
christians,1128827529
stick,-54572187
on,2130670221
their,-1068240317
cars,-1804706273
but,1776387191
with,491330053
feet,1310247833
word,-2129999655
written,1353472493
inside,1602422313
deluxe,-574545307
moulded,823364459
plastic,-1294223373
is,-1097288111
postpaid,-1745431307
laurel,-2004971667
canyon,1656155109
north,-168113
hollywood,-2014536837
ca,148887469
people,-1672500589
san,-1815802729
francisco,-568392615
bay,-483562901
area,-457357731
can,-1418810025
get,-1001341033
lynn,-1918489197
gold,-325530983
try,1938381293
mailing,2115170403
figmo,-473536137
netcom,1057720139
com,370147837
for,-1271309769
net,984486847
who,-842245059
go,1276871617
directly,-1727062261
price,333125341
per,-115849973
american,-2106989185
press,537666241
aap,1109232439
publish,726945087
various,1932000927
books,1146752143
critiques,1900253287
bible,-135317237
lists,270692741
biblical,1564985381
contradictions,-1500594665
so,522683673
one,-352227759
such,-930966831
book,821463619
handbook,1561117643
by,240209583
ball,1126796671
foote,258511921
pp,-289896083
isbn,28604269
nd,-2141839327
edition,614849181
absurdities,666393555
atrocities,-1398635505
immoralities,927038017
contains,-10755689
contradicts,-878453197
itself,-2016270095
based,-1713683149
king,-961914721
james,-1776977381
austin,-1433533617
tx,-1206099091
or,2061805893
cameron,-1773473285
road,727386721
fax,1972361999
prometheus,-13464507
including,461406989
haught,826762283
holy,1448266667
horrors,-247663523
see,-319522083
below,408077835
east,87244393
amherst,-1036123871
street,-1872276523
buffalo,-1325681463
new,1615137243
york,-1752634517
an,506286421
alternate,-1998458531
address,285262969
which,-178749099
may,1729009773
be,-241840761
newer,-563729845
older,-1719498569
glenn,1196138557
drive,-1143575375
ny,855577087
african,5753887
americans,540696279
humanism,515656539
organization,561121119
promoting,513210075
black,1083078209
secular,344819091
uncovering,433749207
history,1038593713
freethought,-436542351
they,666148953
quarterly,1691668641
newsletter,-1862280409
aah,1859468279
examiner,-2137536633
norm,-876324437
allen,519598771
jr,749686521
united,1145930159
kingdom,-447426101
rationalist,99408179
association,330887289
national,490111597
society,-1851445147
islington,-270688003
high,170869821
holloway,1224413099
london,-1513556983
ew,981877361
nl,-2004110655
british,1223238901
humanist,-748432233
south,463506125
place,-1266611295
ethical,-1333584861
lamb,812182957
conduit,1074878091
passage,2063240391
conway,1572990547
hall,-2083931501
wc,251638345
rh,211691169
red,1394546103
lion,1973705553
square,-1637346281
rl,142826841
freethinker,606934549
monthly,1604903713
magazine,391482543
founded,1842874051
germany,1461605713
ibka,663465989
internationaler,825980975
bund,-655146589
der,1316688459
konfessionslosen,744176144
und,-1163869791
atheisten,1591587551
postfach,2129101533
berlin,-1236544179
journal,-74341069
miz,1335005195
materialien,997747703
informationen,215918835
zur,1024748239
zeit,-419798063
politisches,1561423385
konfessionslosesn,1765513890
hrsg,1012743949
vertrieb,-1359536053
ibdk,2017621957
ucherdienst,-1421934571
hannover,429959589
fiction,-1853061969
thomas,1767044873
disch,-1658824329
santa,567635149
claus,-664534155
compromise,54694349
short,-258733659
story,-928915149
ultimate,683187179
proof,1015515567
that,894913661
exists,1903755229
all,-1500344259
characters,-1118495975
events,1575489305
fictitious,1387737797
any,-1420831627
similarity,-692608323
living,-48452351
dead,-1703479531
gods,421179159
uh,953358949
well,808081309
walter,1841300957
miller,728778405
canticle,157846975
leibowitz,-1760392455
gem,1901832309
this,-651915431
post,-694610003
atomic,1642054493
doomsday,-207865939
novel,-1125926287
monks,-906761953
spent,-445441683
lives,-644468361
copying,1492423501
blueprints,-151826383
saint,873357353
filling,-1673494971
sheets,1159333517
paper,306104561
ink,-1290472815
leaving,1448530497
white,972083335
lines,-398510249
letters,-673579699
edgar,299486025
pangborn,1318418209
davy,1895734543
set,1822507727
clerical,331621639
states,-477898477
church,1782371967
example,1818582029
forbids,594196401
anyone,-1619110735
produce,-857613855
describe,-1760040183
use,-437055135
substance,-250878115
containing,-895428761
atoms,1178539861
philip,-326559409
dick,-414278577
wrote,-563615193
many,-59244233
philosophical,-311195323
thought,1938080725
provoking,-1808976165
stories,-1299676949
novels,1940092817
his,1703266639
bizarre,-1961414277
at,-1262443395
times,-657329353
very,1052138791
approachable,1564350091
he,1451407107
mainly,598611161
sf,-706002907
about,1239520953
truth,-614112043
rather,1719019757
than,872299621
technology,412365355
although,-938554865
often,2106842323
believed,-372073791
had,1570247839
met,180716207
some,-1093868763
sort,1406582841
god,1835753143
remained,-1736158071
sceptical,2001390799
amongst,-616424083
following,1311108137
relevance,397337693
galactic,-1786563407
pot,1683155919
healer,2096740393
fallible,1123001275
alien,-100944267
deity,-763884431
summons,-26008899
group,1681284313
earth,-1568636117
craftsmen,667360553
women,930851479
remote,-898409729
planet,-435270345
raise,-752844009
giant,1909473793
cathedral,-1220864073
beneath,1869526095
oceans,-30138241
when,-877038965
begins,657756303
demand,1731115655
faith,-1380916669
earthers,-7437781
joe,-1246279865
fernwright,1303125153
unable,-2037797355
comply,-830484763
polished,1197780117
ironic,-804690925
amusing,720769401
maze,-1403048913
death,-804342253
noteworthy,-2081442307
its,-1226058935
description,28092269
valis,-700269741
schizophrenic,658700765
hero,-938564345
searches,1871208963
hidden,-650226939
mysteries,-899551485
gnostic,931847613
christianity,-48615713
after,-520702501
reality,-83966835
fired,-228236943
into,1623324605
brain,909005055
pink,1604004255
laser,-293157149
beam,-1614127441
unknown,1533232777
possibly,-1517760149
divine,-1290386651
origin,297449655
accompanied,-190474695
dogmatic,333321041
dismissively,1866774509
friend,-882393371
odd,-74650091
invasion,671694117
invades,-909057349
making,-2059657105
young,1616608629
woman,-1811250025
pregnant,1088512959
as,2079294657
she,2132062529
returns,-1282125449
another,-1084472923
star,1366854123
system,-343249055
unfortunately,2021191583
terminally,1317602043
ill,-1293631491
must,-725361295
assisted,-1583174289
man,-1435149909
whose,612766633
wired,-2028758449
hour,486771373
easy,413277645
listening,-383857321
music,-14556491
margaret,181682745
atwood,25066315
handmaid,1171717733
tale,515976487
premise,1320786145
congress,-1519448153
mysteriously,602749309
assassinated,-1644703989
fundamentalists,-1751269993
quickly,-891199859
take,533795355
charge,-812842437
nation,-707303389
right,-1788942781
again,2136210735
diary,794848517
life,764977023
tries,-1241185315
live,750739039
under,1386364523
christian,-1448499747
theocracy,-1382080647
own,1767240531
property,-2095437811
revoked,748885221
bank,1231030899
accounts,-872364611
closed,80409055
sinful,-1989468687
luxuries,-1327152259
outlawed,1588323049
radio,1026113731
only,-43029031
used,-1179490911
readings,-570059707
crimes,-609650923
punished,-1450551583
retroactively,199664935
doctors,1988634289
performed,-830736137
legal,769834511
abortions,1760815439
old,-2034173291
world,31683003
hunted,-1257832003
down,-2019362451
hanged,2140624439
writing,-596251149
style,-1346247801
difficult,1225036675
first,981038153
grows,1451414269
more,-1289691533
chilling,-116131067
goes,-1885838199
authors,-1026028731
somewhat,161993459
dull,1693546579
rambling,770781087
work,1186867907
has,-1843990433
been,2026148989
criticized,1497716717
however,-617649955
probably,2125236953
worth,2051782483
reading,981348629
if,1762399605
you,-1474401127
ll,1488433341
know,1827084777
what,103685155
fuss,2142286323
different,417547513
versions,-61265659
make,-396130739
sure,-937171233
true,449055941
non,957847335
peter,1881917897
de,-695530389
rosa,-1976737305
vicars,565652975
christ,-121930331
bantam,1319159067
seems,1453005833
even,-504192417
catholic,-1990252391
enlighting,2131711307
papal,973667569
adulteries,919407409
fallacies,1946466447
etc,201693737
german,-1505419059
translation,-670085189
gottes,-959884703
erste,-1037862593
diener,-593082987
die,-405329789
dunkle,86676805
seite,-1713165271
des,-1336406273
papsttums,1396916935
droemer,-1627325237
knaur,303958365
michael,1647838645
martin,-1706810095
justification,-580287651
temple,-1604136157
university,2043440651
philadelphia,1214640871
detailed,-892520575
scholarly,1737202203
outstanding,2121892135
appendix,-512449735
defining,16604953
terminology,50699453
usage,741934205
necessarily,826940773
tendentious,303978495
argues,1326075445
both,561255503
negative,1129225453
belief,-69611081
existence,2128836667
also,673565633
positive,-697170419
includes,-1336393581
great,1478775905
refutations,-1753948267
most,-977135883
challenging,-1408778907
arguments,1650606293
particular,1128363137
attention,1696219631
paid,2053486469
refuting,1189458377
contempory,-1321963569
theists,-1786240403
platinga,-1692665777
swinburne,566411769
pages,1122354703
hardcover,1947657029
paperback,-720226721
case,-1480843635
against,-1796463417
comprehensive,2006079583
critique,-931139473
considers,-1835167783
best,1715457493
contemporary,-1545519547
defences,249149261
ultimately,-2019192657
demonstrates,-1967623989
unsupportable,1497184125
incoherent,-311353389
turner,1042246893
without,1423782359
creed,-1424690303
johns,7860319
hopkins,-1571121625
baltimore,-1126663175
md,-346239867
subtitled,-1446699369
origins,612992655
unbelief,1309495197
america,-2015194243
examines,-511857637
way,-114571243
whether,1541126777
agnostic,-79697255
atheistic,378493459
became,537181227
mainstream,1917382601
alternative,-1538219929
view,1590243795
focusses,-1133793457
period,-1276036121
while,-787869209
considering,979891167
france,-628928887
britain,184031657
emphasis,922054321
particularly,-1309163123
england,-112940765
developments,-727518447
neither,2134756055
religious,589750667
secularization,-1325173495
intellectual,-1814239331
fate,893889795
single,-1649642229
idea,-1353849299
george,-1219131223
seldes,-1920204479
editor,-1931893153
thoughts,1012080137
ballantine,1672832939
dictionary,-2053212245
quotations,914956393
kind,690865545
concentrating,521858439
statements,-935308345
writings,592450027
explicitly,-669413991
implicitly,1916170981
present,-1924923827
person,1893302007
philosophy,-394785751
obscure,-518062077
suppressed,-137780347
opinions,-1829129927
popular,-183419199
observations,-1429973223
traces,1378423273
expressed,-1450956159
twisted,-572888699
over,169714443
centuries,-953723199
quite,1009582225
number,-999652247
derived,1556020185
cardiff,1147458605
men,941859755
think,-1612092839
noyes,2103584435
views,-1068532193
richard,-1534794583
revised,-715533751
clarendon,-1425510787
paperbacks,626335707
oxford,33802513
second,-2014617063
volume,-1796625401
trilogy,-1790057663
began,605435203
coherence,-36051351
theism,-58081531
was,-1375872035
concluded,-1219888811
reason,518567969
attempts,882401817
construct,-2037495177
series,-1407254469
inductive,1875884247
rely,582037043
upon,219649867
imputation,-1777667857
late,-330573177
th,-1481556435
century,438621569
western,686175709
values,798328747
aesthetics,-410953697
supposedly,1066444821
simple,760586505
conceived,1198401077
were,-2104818433
decisively,-1498554083
rejected,1955874189
mackie,-1933987559
miracle,1678913569
makes,-1793129179
attempt,793959117
rebut,123012985
posthumous,1994441051
review,1877383955
principal,236702795
ranges,1333485971
classical,-844514947
positions,415730339
descartes,-403693977
anselm,-70731903
berkeley,-1052259013
hume,-2105783413
et,2003970933
al,-1675629395
through,682101499
moral,65532827
newman,1701548409
kant,-1933436695
sidgwick,1495267751
recent,-1741683265
restatements,1043090905
theses,1433808045
plantinga,-204371173
those,-1731344467
push,-1120529987
concept,-595258465
beyond,-553568809
realm,-1258156991
rational,394306157
kierkegaard,2111113145
kung,1771444015
philips,759501063
replacements,-481161985
lelie,1015750967
axiarchism,801751423
delight,-518488377
read,-1171899391
less,310208911
formalistic,2068190031
better,1519740213
works,-1553677633
refreshingly,1167525477
direct,864498551
compared,1467540283
hand,-424185413
waving,798172883
illustrated,-946270285
murder,774446249
madness,85417293
looks,1964264647
persecution,1389414455
ancient,929054817
day,-929828037
not,-303453445
library,387476901
catalog,2098588435
card,-1793399271
anthology,233998727
listing,190648217
above,1957511191
gordon,-1122538495
stein,-1014326655
rationalism,351329249
covering,-1369686203
wide,1594867699
range,342154207
subjects,-1241474153
devil,-441822387
evil,1234549367
morality,-1190331635
bibliography,-441366267
edmund,1974830285
cohen,-313175649
mind,105905745
believer,-1656743227
study,1239648167
why,-331180111
become,-1442701133
effect,294170817
them,-1987345103
there,-1074358763
small,1995316805
mail,-403096559
server,-351189719
mantis,-1075255459
co,-1826435335
uk,-68734623
carries,-265814195
archives,1641886359
moderated,1270810593
articles,1936651413
files,1221020323
information,-101356261
send,-358263815
saying,-1950936909
help,-1603152797
index,229147139
will,1454996005
back,1988594067
reply,-768459501
mathew,2141914897
article,-1170470979
ba,-172976433
drporter,1908949421
suvm,-316401145
syr,-579648185
edu,935970649
brad,1276174849
porter,450228237
writes,2140371899
science,-2084038313
wonderful,-1591630285
answering,179164775
our,1727167567
questions,-1594783475
type,-1687454385
question,-2031072355
scientific,-1616016887
findings,-2007686751
personally,792440711
find,-1555997125
theory,1476171523
unfathomable,1737625861
could,-1161726219
humans,-1716058793
highly,-604144397
evolved,-290476175
complex,1373397903
organism,311818625
thinks,2073487945
learns,-1951838665
develops,-1219678099
truly,1356407497
resulted,1363574525
random,389593155
genetic,-227504141
mutations,-999934137
natural,1810532589
selection,493935131
stuff,2050365829
deleted,1107390369
computers,-1628394157
excellent,1409757949
creator,637529703
we,-1930277467
did,-2047202353
create,-331818735
sand,-844286551
silicon,-990272201
integrated,1993630387
circuits,1574109259
processor,207198631
board,1687911475
took,925426667
these,2129486785
things,62503169
put,-1600362713
together,40194385
interesting,-1362183407
just,-877144315
plants,84012133
oxygen,-109805269
using,2056568877
light,2097152455
photosynthesis,-579003805
much,161220521
bigger,129882013
leap,91340725
talk,1842723515
something,1510672281
created,1676009779
everything,846387333
nothing,1022056225
resort,-36697621
believing,431379197
simpler,1861332883
simply,-672764519
incapable,-1805344375
understanding,821045027
beginnings,-671341899
ok,-1004474839
me,744718041
keeps,1214474809
perfectly,1864324091
busy,888102563
jim,-1286352957
halat,-375506711
rpi,-1896661587
johnsd,1858049
jec,-1943010077
dan,962123131
johnson,1292464167
io,-1303881111
maine,984184033
don,1109208431
anyway,98161733
bravo,-294150403
ds,1073199447
beautiful,693072853
arromdee,-32335247
jyusenkyou,1819251185
cs,1986481641
jhu,1139858197
ken,365995015
motto,-212178863
originated,-1497223343
banner,-118261147
tell,2062569619
do,1555249767
atheists,-1141590313
coins,-989750455
mccarthyite,-796447139
smear,1002767091
equated,590442911
communism,-1687660971
called,77446309
unamerican,-1296856537
no,-913152745
didn,-83450161
since,358525583
civil,-753375809
war,266000527
required,-1486679391
currency,56604673
keith,2031354405
reference,-424191671
line,510973903
trimmed,653958639
livesey,-666915889
solntze,-167100959
wpd,-1814995
sgi,-214002875
jon,-1626851633
good,-1332756543
deal,-1366139259
confusion,473149567
here,2029655919
started,1671551093
off,-458380411
assertion,345701031
objective,-987333549
admit,-20183263
finished,1129676781
up,540172965
recursive,-167814897
definition,-1635478743
objectively,-1204251265
immoral,454512867
eactly,2111611581
requires,1544199141
appeal,2114517513
yes,-610264127
now,-1945326005
have,1963998495
switch,-406412573
targets,1584995259
little,2066205455
asking,705912331
goal,410325913
mean,-906480843
suggesting,1436779611
out,715945399
somewhere,-1200544509
form,-1029510981
morals,-1919706313
achieve,-1368221591
survival,-2122058549
propogation,1131181593
species,-799751419
presented,653437959
within,-1533516099
declaration,1305976985
independence,-1109629503
should,-362330503
guaranteed,1524274583
liberty,801907399
pursuit,5618585
happiness,-1260977439
define,1077411965
purpose,435020079
shall,1987308961
unto,1536822533
end,1213548961
certainly,1706472605
violation,1123588589
golden,212105405
rule,-126290549
defined,1213847857
intentional,1065789735
killing,1559008049
murderer,53167763
responded,-1818705845
execution,438474889
innocent,-733631035
capital,17150857
punishment,-1137971137
fail,-1565716695
anything,-675573671
never,346946377
claimed,-56024899
your,1195142457
claim,-2069394635
wrong,-1887668701
want,2019687689
fine,1086189903
violates,-1691950763
golen,32779327
pillar,-433430411
every,1157371375
am,-584671487
assuming,498596383
current,-631972931
manner,1547245329
implementation,1160490445
approximation,-1871908293
perfect,1122958807
seem,-896653055
understand,1968189379
difference,-32313875
between,-1234840423
arbitrary,-340186119
schneider,-1310559109
defines,2131582737
still,-1688034727
say,-924166003
according,-1954256847
my,262667737
personal,-1725690447
kuweit,1085712173
saudi,-59481663
arabia,-450717149
prc,416111377
matters,1371431041
whit,-136079453
would,-235517779
assume,1584481981
clear,-1533729591
fundamental,928395887
concepts,2090509823
